,Text,Date,Hashtags
53,İstanbul ve semtlerindeki nöbetçi eczaneler https://www.istanbulnobetcieczane.net/ #ecza #eczane #eczaneler #açıkeczane #nöbetçieczane #acil #acililaç,2017-06-18 11:06:25+00:00,#ecza #eczane #eczaneler #a #n #acil #acilila
54,İstanbul'da nöbetçi eczane bulmak açık kalp ameliyatı yapmak kadar zor. Hatta daha zor,2017-06-17 21:56:56+00:00,
55,Kamu hastaneleri eczane teknikeri yerine ebe ve hemşire çalıştırıyor. Devlete boş kadro açık belirtmiyor. #eczaneteknikerleriatamabekliyor,2017-06-14 23:11:33+00:00,#eczaneteknikerleriatamabekliyor
56,"Çiğköfteci 2 ye kadar açık,nöbetçi eczane 1 e. Bu nasıl memleket arkadaş",2017-06-09 22:42:45+00:00,
57,Nöbetçi eczane gibi full açık mk ,2017-06-09 00:28:53+00:00,
58,Eğer çantada ağrı kesici hapın yoksa bu hiç ağrı çekmeyeceğine dair inancındandır unutkanlık değil açık eczane bulamamaktan hiç değil ,2017-06-08 17:04:54+00:00,
59,Nöbetçi ECZANE uygulamasını kaldırmak lazım​. ECZANELER​ sürekli açık olmalı ya da nöbetçi eczane sayısı arttırılmalı.,2017-06-04 08:16:53+00:00,
60,Kızım senin whatsappın nobetcı eczane gibi sabaha kadar full açık sen ne yalnızlığından bahsediyosun.,2017-07-31 17:35:09+00:00,
61,"Nöbetçi eczane dediğin açık eczanedir kardeşim. ""Açık mısınız? Orda mısınız?"" saçmalıklarından sıyrılın artık... http://fb.me/96nRh84LP",2017-07-29 06:59:23+00:00,
62,Kızım senin whatsappın nobetcı eczane gibi sabaha kadar full açık sen ne yalnızlığından bahsediyosun.,2017-07-26 18:17:15+00:00,
63,@liseli_escort nobetci eczane market manav tekel sigara 05327768355 aklınıza gelen kapınıza gelsin gece 04 kadar acik arayın grtirelim,2017-07-25 14:26:30+00:00,
64,#HepimizYakışıklıyız nobetci eczane market manav tekel sigara 05327768355 aklınıza gelen kapınıza gelsin gece 04 kadar acik ,2017-07-25 13:51:13+00:00,#HepimizYak
65,#25TemmuzDünyaKiloVermeGünü nobetci eczane market manav tekel sigara 05327768355 aklınıza gelen kapınıza gelsin gece 04 kadar acik ,2017-07-25 13:35:25+00:00,#25TemmuzD
66,Abi keşke babası açık eczane bulsaymış yada annesinin o malum gece başı ağrısaymış.. ,2017-07-24 22:13:46+00:00,
67,Ulan adım başı bir eczane var cennet-yeşilovada. Ama ne hikmetse hiçbiri açık değil. Her gece 7-8 tane nöbetçi varken bugün 4 tane var.,2017-07-21 22:38:15+00:00,
68,15 temmuzda açık eczane bulamıyorum ölürsem şehit sayılır mıyım?,2017-07-15 04:57:20+00:00,
69,"SON DAKİKA : ""15 Temmuz'da PTT, hastane, eczane ve bankalar açık mı?"" http://hephavadis.com/15-temmuzda-ptt-hastane-eczane-ve-bankalar-acik-mi-h70235.html 15 Temmuz'da PTT, hastane, eczane ve... ",2017-07-14 07:54:30+00:00,
70,"Bizim Evler sakinlerinin sağlığı için, Eczane Zencefil'in kapıları her zaman açık... #BizimEvler #BizimÇarşı #sağlık #eczane #pharmacy",2017-07-03 11:23:01+00:00,#BizimEvler #Bizim #sa #eczane #pharmacy
71,Karşıda ki eczane hala açık lan,2017-07-01 00:06:21+00:00,
72,Eczaneler Kurban bayramında açık olacak mı? Nöbetçi eczane listesi http://www.bergamaolay.com/haber/2017/08/31/eczaneler-kurban-bayraminda-acik-olacak-mi-nobetci-eczane-listesi/,2017-08-31 10:13:49+00:00,
73,Eczaneler Kurban bayramında açık olacak mı? Nöbetçi eczane listesi - https://www.polishaberleri.org/eczaneler-kurban-bayraminda-acik-olacak-mi-nobetci-eczane-listesi/4004/ http://fb.me/Id8w2WyG,2017-08-31 08:33:17+00:00,
74,Eczaneler Kurban bayramında açık olacak mı? Nöbetçi eczane listesi: Kurban bayramı tatilinde eczanelerin Gazete AK - http://po.st/wwWpOM,2017-08-31 08:32:59+00:00,
75,Eczaneler Kurban bayramında açık olacak mı? Nöbetçi eczane listesi - http://bit.ly/2gl6KXp,2017-08-31 08:32:36+00:00,
76,Eczaneler Kurban bayramında açık olacak mı? Nöbetçi eczane listesi: Kurban bayramı tatilinde eczanelerin… https://goo.gl/fb/Azh3VQ Gazete AK,2017-08-31 08:26:02+00:00,
77,"Açık eczane arıyoruz (@Demircioğlu Caddesi in Çanakkale, Türkiye) https://www.swarmapp.com/c/cSkcoCe9ZWa",2017-08-30 11:09:59+00:00,
78,Yarın arefe günü bugün banka PTT Noter eczane açık mı? Bayram tatili ne zaman başlıyor? http://www.kanalbox.com/haber/5533/yarin-arefe-gunu-bugun-banka-ptt-noter-eczane-acik-mi-bayram-tatili-ne-zaman-basliyor.html,2017-08-29 15:17:16+00:00,
79,Allahini seven defansa gelsin bayilazaammm neden sağlık ocağı kapalımis eczane niye açık.yok benim tek yasamak... https://www.swarmapp.com/c/1WyEgf2S8DK,2017-08-29 05:19:16+00:00,
80,açık tekel yok nöbetçi eczane arıyoruz bu gece de mecbur kolonya,2017-08-28 20:59:02+00:00,
81,civarda açık eczane yok hiç kolay ulaşabileceğim :( şansıma hiç buz da yok evde adşfljdg yarın sabahı beklerim artık ben,2017-08-28 18:57:08+00:00,
82,"Sitemize ""28 Ağustos - 29 Ağustos tatil mi? Kurban Bayramı'nda bankalar, kargolar, PTT ve eczane açık mı?"" hab... ",2017-08-28 13:39:24+00:00,
83,"Kurban Bayramında kargolar açık mı? PTT, Eczane, Banka ve devlet daireleri bayramda açık mı? http://habercimsiniz.com/kurban-bayraminda-kargolar-acik-mi-ptt-eczane-banka-ve-devlet-daireleri-bayramda-acik-mi/",2017-08-27 13:10:18+00:00,
84,"Kurban Bayramında kargolar açık mı? PTT, Eczane, Banka ve devlet daireleri bayramda açık mı? - http://po.st/cxceTx",2017-08-27 13:00:27+00:00,
85,"Kurban Bayramında kargolar açık mı? PTT, Eczane, Banka ve devlet daireleri bayramda açık mı? - http://po.st/W7ydpa",2017-08-27 12:50:40+00:00,
86,"Sayın @DrRecepAkdag, Karamürselde, açık eczane bulamıyorum, ve kimse de kapısına nöbetçi eczaneyi yazmamış. Gereğini yapın lütfen",2017-08-27 12:11:30+00:00,
87,Burası Twitter her gece nöbetçi Eczane gibi Açık Arkadaşlar Huzur Almak isteyen Gelebilir ,2017-08-26 22:35:57+00:00,
88,"2017 Kurban Bayramında PTT, banka, eczane, noter, hastaneler açık mı? http://kekiktepe.net/2017/08/2017-kurban-bayraminda-ptt-banka-eczane-noter-hastaneler-aik-mi/",2017-08-24 13:04:56+00:00,
89,Şu anda ya açık eczane bulucam ya da sabaha kör olucam ,2017-08-18 18:45:19+00:00,
90,"Bayramda eczane banka, noter, hastane PTT açık mı? (Kurban Bayramı 2017) http://www.olaymedya.com/haber/bayramda-eczane-banka-noter-hastane-ptt-acik-mi-kurban-bayrami-2017/62795",2017-08-18 09:51:14+00:00,
91,O gece saygıdeğer baban açık eczane arasaydı bunların hiç birini yaşamayacaktık ,2017-08-17 18:27:31+00:00,
92,Bana acik eczane bulun,2017-08-16 18:00:08+00:00,
93,Bayramda eczane ve hastaneler açık olacak mı?... http://fb.me/2bCb0iiqC,2017-08-15 16:33:55+00:00,
94,Bayramda eczane ve hastaneler açık olacak mı?... http://fb.me/1urIU1THL,2017-08-15 16:33:43+00:00,
95,Cumartesi günü eczane mi açık olur la @saglikbakanligi,2017-08-12 06:10:06+00:00,
96,Babanın açık eczane bulamadığı bir günde geldiğin bu dünya da nice senelere dilerim kardeşim @PiriReiss07,2017-08-11 04:35:15+00:00,
97,#ösym doktor reçetesi gibi tercih sonucu mu olur nöbetçi eczane açık mıdır ya,2017-08-02 22:23:49+00:00,
98,"Cumartesi istanbul'da eczaneler açık mı oluyor, nöbetçi eczane mi oluyor? ",2017-09-30 09:37:54+00:00,
99,29 Eylül 2017 hastalıktan gebermem ve açık eczane bulamamam rezaleti ,2017-09-29 15:57:53+00:00,
100,Açık eczane bulacağına aydına git daha yakın,2017-09-26 19:42:08+00:00,
101,Şirinyer açık eczane arıyom şimdi ,2017-09-26 18:37:46+00:00,
102,Ağrı kesicim bitmiş ölüyorum yazdığımda kapıma hap koyacak bir sevgilim yok. Açık eczane hangisi ?,2017-09-22 18:43:38+00:00,
103,Kardeşim tanıdığım üç tane eczane açık yardım edebilirim,2017-09-17 22:53:50+00:00,
104,Sokak sokak gezip açık eczane aramak,2017-09-15 15:57:09+00:00,
105,Reisim için dava için telefonları nöbetçi eczane gibi açık olan görev adamlarına ibrahim kalın hasan doğan Alpaslanve Varank selam olsun,2017-09-14 10:08:49+00:00,
106,Bir tatil bölgesinde bir eczane vitrini. 24'e kadar açık. Yorum sizin... ,2017-09-11 17:54:33+00:00,
107,Yarın hatta şimdi açık eczane bulabilirsen FAMODİN 40mg. al,2017-09-07 20:36:42+00:00,
108,Öldürmeyen Allah şu saatte açık eczane arattırıyor ,2017-09-03 20:47:05+00:00,
109,Of o kremi ilk kez duydum açık eczane de zor bulurum,2017-09-01 19:45:20+00:00,
110,Parol'le Novalgine'nin etken maddeleri aynı mı ki?:) Mesleğiniz adına müthiş bir inovasyon. Tebrikler. Bir sonraki aşama 24 saat açık eczane,2017-10-27 08:34:00+00:00,
111,Nöbetçi eczane sistemi kadar sikko bir sistem yok. Koca koca ilçelerde 3-4 tane açık eczane olması fikrini kim buldu çok merak ediyorum.,2017-10-22 20:21:16+00:00,
112,Genç meslektaşlarımızla birlikte sevgili Elif'in eczane açılışını gerçekleştirdik. Yolu açık olsun. ,2017-10-19 11:55:07+00:00,
113,Genç meslektaşımız Gökhan'ın eczane açılışını gerçekleştirdik. Yolu açık olsun. ,2017-10-19 10:24:09+00:00,
114,Baskın açık eczane görürsen önünde durup beni ararmısın ,2017-10-14 11:13:40+00:00,
115,Ne açık eczane bulabildim ne TEB atm'si BEŞİKTAŞ BOK GİBİ,2017-10-12 16:09:09+00:00,
116,Sabahın köründe kuaför açık ama eczane açık değil,2017-10-09 05:23:42+00:00,
117,Geç kaldım sanırım.nöbetçi olmadığım halde eczane gece açık değil diye şikayet ettiler.,2017-10-03 07:56:03+00:00,
118,"""Eczane Envanter"" için bu bilgi herkese açık değil diye biliyorum. Ortak bir sistem zaten yok. Sende ihtiyacı söylüyorsun zaten ama geliştiricilerden önce Eczacılar Birliği alt yapı sağlamalı.",2017-11-30 09:41:17+00:00,
119,Hatırladıkca sabah yaşadıklarımı ne gündü be adamlar daha yeni yeni işe okula gidiyor bende koşuyorum deli gibi açık eczane bulmak için ,2017-11-22 15:26:49+00:00,
120,Gece hastanenin yanında açık market var ama eczane yok ! Fıkra gibi..,2017-11-21 23:12:38+00:00,
121,Tüh unuttuğum bir şeyi hatırladım şimdi annem beni öldürecek. Açık eczane var mıdır acaba..,2017-11-21 16:11:04+00:00,
122,varsa yakında açık eczane bi rennie alabilirsin. gastrit bulantı da yapabilir,2017-11-18 18:55:11+00:00,
123,bu paylaştığınız görselde bulunan eczane adı ve açık adrese ek olarak kabaca bir tarif kalıbı da ekleseniz parantez içinde nasıl olur? (şişli etfal karşısı / sokağı) - (şişli camii’nin karşısı / hizasında) gibi... vb.,2017-11-14 17:56:35+00:00,
124,"SSK nin kar etmesi demek, sosyal devlet anlayisinin kaybolmasi demektir ileri akillilar, ssk tabiki acik verecek, onemli olan o acigi üretim fazlan ile kapatmaktir. Eczane değil, SSK bu!+ si senin cebine - demektir sağlik harcamanda.",2017-11-14 16:40:22+00:00,
125,"nöbetçi eczane bulamayan ben, günün her saati açık dürümcü bulabiliyorum. Allah sorar.",2017-11-09 20:29:46+00:00,
126,ben açık eczane aramaktan bıktım aq,2017-11-08 16:50:38+00:00,
127,"ehliyetim arabam yok, bu saatte açık eczane kim bilir otobüslerden ne kadar uzak ki hasta hasta dışarı çıkamazdım kendim thank god for Jr",2017-11-06 06:44:30+00:00,
128,açık eczane buldum oksidan aldım xddddddddddd,2017-11-05 17:09:02+00:00,
129,"bari açık eczane falan bulsaydın, yarayı temizlerdi, ama antibiyotik vermez ki:(",2017-12-31 23:15:44+00:00,
130,Açık eczane varmıdır viagra alacağım da belki bir otel de bulursam fena olmaz,2017-12-31 21:52:03+00:00,
131,"2018 yılbaşında bankalar açık mı? Pazartesi günü hangi bankalar açık? PTT, Eczane ve hastaneler... - http://www.habergaraj.com/2018-yilbasinda-bankalar-acik-mi-pazartesi-gunu-hangi-bankalar-acik-ptt-eczane-ve-hastaneler/",2017-12-28 14:00:29+00:00,
132,"2018 yılbaşında bankalar açık mı? Pazartesi günü hangi bankalar açık? PTT, Eczane ve hastaneler... http://bhabertv.com/2018-yilbasinda-bankalar-acik-mi-pazartesi-gunu-hangi-bankalar-acik-ptt-eczane-ve-hastaneler/ @bhabertv aracılığıyla",2017-12-28 12:00:17+00:00,
133,"Herkese açık, kendime kapalı eczane gibiyim.",2017-12-24 23:11:56+00:00,
134,Cumartesi eczane neden açık olur ki yani,2017-12-23 04:52:36+00:00,
135,"Bakıyoruz da çok yoğunsunuz! Kuaför Avı, İletişim Merkezi, Kaynak Eldiveni Denetleme, Eczane Denetleme görevleri aynı anda açık olunca Bounty'den başka bir şeyi gözünüz görmüyor galiba! ",2017-12-19 13:48:59+00:00,
136,sözde diyete başladım. Eczane mutfağında Turgay Başyayla ile yöresel lezzetler programı için hazırlık var. Açık büfe ve true story ,2017-12-18 10:44:12+00:00,
137,Günün favorileri; açık olduğunuzu kontrol etmek için aramıştım. -cezada kesicekmisiniz? açık mısınız? -hayır kapalıyız ama ben telefonlara cevap vermek için içerde oturuyorum. Nöbetçi eczane mi? Değil ablacım biz gizli açtık çaktırma..,2017-12-17 15:07:33+00:00,
138,Gecenin bu saatin de açık eczane enter ,2017-12-16 22:10:44+00:00,
139,"aman diyim gece gece saçlarınızı düzleştirmeyin, sonra elinize maşayı basarsanız açık eczane bulamaz sabaha kadar yanarsınız (yandı)",2017-12-13 22:30:53+00:00,
140,Teşekkürler. Açık eczane bulursam alıcam.,2017-12-11 17:54:29+00:00,
141,Adam eczaneyi arıyor nöbetçi eczane buyrun diyorum -Açık mısınız diyor ? ,2017-12-10 13:33:13+00:00,
142,Arkadaşım tutturdu eczane de boyumuzu ölçtürelim ne münasebet canım kamuya açık alanda boyumu ölçtürmemm !,2017-12-08 10:16:41+00:00,
143,Bence açık eczane arıyordur boyunu ölçmek için ,2017-12-07 00:00:38+00:00,
144,Açık eczane bulamadım. Pazartesi emzik yollarım sana ,2017-12-02 20:00:31+00:00,
145,"Vali Çanev ve eczacılar, Kırcaali’de 24 saat açık eczane bulunmaması sorununu konuştu https://kircaalihaber.com/?pid=3&amp;id_news=20194",2017-12-01 17:46:30+00:00,
146,Yatan hasta için ilaç alacağım. İzmir seyfi demirsoy dev.has. ‘Nin çevresinde 7/24 saat açık çiçekçi var ama eczane yok. @saglikbakanligi @TC_Basbakan @RT_Erdogan,2018-01-31 05:47:06+00:00,
147,"Nöbetçi eczane arıyorsan bu saatte o zaman işte bezebiliyorsun. Çünkü, eczane sayısı artmasına karşın (ki az ilerdeki özel hastanenin çevresinde yaklaşık 8 adet var) yakında bir tanesi dahi açık olmuyor hiç. Ya da bize denk gelmedi. Önünden geçerken meraktan baktım, ta dıdısında",2018-01-27 23:19:48+00:00,
148,Yarın açık eczane aricam,2018-01-27 22:32:36+00:00,
149,Keşke o gün baban açık eczane bulaydı ertem ,2018-01-22 17:58:56+00:00,
150,gönder adresini açık eczane bulup posta ile göndereyim belcikadan şaka yapmıyorum ciddiyim,2018-01-06 13:42:53+00:00,
151,Hapım bitti diye eczaneye gittim ilk defa şans bana güldü eczane açık derken elektirikler gitti hayattaki şansım bu kadar,2018-01-03 16:23:54+00:00,
152,Şokun yanındaki eczane açık,2018-01-01 13:29:17+00:00,
153,Bu saatte acik eczane var midir?,2018-02-20 20:19:38+00:00,
154,Van y.y.u dursun odabasi hastanemiz on numara 7....24 saat vanin tum cevresinde gelen hastalar var gecenin bir yarisi ilaç ihtiyaci olan hadi carsiya nobetci eczansi bul olmuyor hastahaneye yakin bir eczane surekli acik olabilir,2018-02-19 08:02:07+00:00,
155,Nöbetçi eczane muhabbetinde bir acaiplik var... bir kalksa ortalık karışacak...örneğin avmde banka bile açık ama eczane kapalı.... amacına ters bir durum,2018-02-18 20:11:01+00:00,
156,Keşke o gün açık eczane olsaydı.. ,2018-02-17 20:08:26+00:00,
157,Yarın açık eczane bulup uyku ilacı almak şart oldi. Her gece uyan uyan bığtum da,2018-02-17 01:04:04+00:00,
158,"Canan Karatay’ın,Dünya ‘ya gelmesine neden olan Anne’ciğinin keşke o gece başı ağrısaydı, ya da Babacığı gece gece Açık Eczane aramaktan vazgeçmeseydi...",2018-02-16 18:57:43+00:00,
159,Izmirde oturuyoruyom faka oturduğuna gün itibariyle pişmanım çankaya da n tepecik hastanesine kadar birtane açık eczane bulamadım,2018-02-13 17:35:27+00:00,
160,Şu bioya 7/24 cevap verir yazmak ne ya acil eczane misiniz siz 24 saat açık mı oluyonuz,2018-02-03 15:13:47+00:00,
161,Fi son bölümü izledim açık eczane arıyorum kas gevşetici vurdurmak için,2018-02-02 22:43:18+00:00,
162,Şimdi reçete belli açık eczane bulurmuyuz bilemiyorum ama inan şifa niyetine çok iyi gelir anladin sen onu ,2018-03-27 20:00:45+00:00,
163,"mide icin antiasit, tabi bu saatte acik eczane de bulman gerekiyo ama",2018-03-26 22:57:30+00:00,
164,Bim ve A101 in de semtlere göre nöbetçisi olsun. Eczane gibi 24 saat açık. Yoksa saat 10 dan sonra heder oluyoz.,2018-03-24 17:09:24+00:00,
165,angaranın gobeğindee 6.30da açık eczane bulamadım bugün evden çıkmakla çok büyük bi hata yapmışım,2018-03-22 18:58:31+00:00,
166,Nerdeyse 7/24 açık eczane gibi burdayımdır nasıl oluyorda TLine'da seni görmüyorum twetlerin hiç düşmüyorum diyorsunuz la ??? Düşünün yani o kadar pasifim ki etkileşimlerim burda görünmez olmuşum gün geçtikçe başta kalmıyor attıklarım nbgfffd Yüzüme vurmasaydınız iyidi ,2018-03-18 18:19:54+00:00,
167,30milyon açık var kılıçdaroğlu batırdı diyorsunuz kılıçdaroğlu genel md başbakan degil mantıklı konuşun ilaç para ameliyat para eczane para maaştan ayrı kesinti tel randevu para reçete para nasıl oluyor bakanım,2018-03-16 06:14:50+00:00,
168,İlaç otomatı. Gece yarısında açık eczane arama eziyetine son. Zaten gece saatlerinde ihtiyaç duyulan ilaçlar genellikle sınırlı sayıda. Aslına bakarsanız bugünkü iş modeliyle eczaneler vatandaşın sırtında ağır yük. Dijital iş modelleri maliyetleri müthiş aşağı çekebilir. ,2018-03-15 16:34:29+00:00,
169,"Hayvancılık yapan çiftçiye darbedir ""ilaçsız veteriner"" gece 3 te bile geliyor veterinerler hayvanlar rahatsızlandığı zaman ilçe merkezine uzak köylüler nereden bulacak açık eczane @Guclumete",2018-03-15 06:17:58+00:00,
170,Başım çatlıyo yeniden apranaxa tapmaya başlayabilirim yüce efendim kudretli apranax hazretleri bana kutu kutu apranax atın açık eczane yok tanrımı kaybettim,2018-03-13 19:10:23+00:00,
171,"Benim ülkem de, gece yarısı bir anne rahatça dışarı çikar eczane gidebilir ve hiç kimse baçın açık veya kapalı diyemez bu suçtur.ha batının teknolojisini kullan bu sorun değil,hatta onları kendi teknolojisiyle vur. Ama bir avrupalı olmaya özenmesin kadınlarımız. Bu tehlikeli",2018-03-12 13:11:02+00:00,
172,Şey gece 1 de açık eczane bulamadım hdjsjd,2018-03-11 11:45:35+00:00,
